internal_requirement_id,stage_id,stage_label,topic_id,topic_label,subtopic_id,subtopic_label,code,citation_label,notes
CSR-SCH3_1-PART3-DICHLOROMETHANE-WLN,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DICHLOROMETHANE-WLR,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DICHLOROPHENOL_2_3-AL,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DICHLOROPHENOL_2_3-CL,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DICHLOROPHENOL_2_3-IL,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DICHLOROPHENOL_2_3-PL,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DICHLOROPHENOL_2_3-RLHD,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DICHLOROPHENOL_2_3-RLLD,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DICHLOROPHENOL_2_3-WLN,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DICHLOROPHENOL_2_3-WLR,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DICHLOROPHENOL_2_4-AL,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DICHLOROPHENOL_2_4-CL,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DICHLOROPHENOL_2_4-IL,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DICHLOROPHENOL_2_4-PL,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DICHLOROPHENOL_2_4-RLHD,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DICHLOROPHENOL_2_4-RLLD,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DICHLOROPHENOL_2_4-WLN,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DICHLOROPHENOL_2_4-WLR,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DICHLOROPHENOL_2_5-AL,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DICHLOROPHENOL_2_5-CL,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DICHLOROPHENOL_2_5-IL,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DICHLOROPHENOL_2_5-PL,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DICHLOROPHENOL_2_5-RLHD,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DICHLOROPHENOL_2_5-RLLD,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DICHLOROPHENOL_2_5-WLN,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DICHLOROPHENOL_2_5-WLR,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DICHLOROPHENOL_2_6-AL,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DICHLOROPHENOL_2_6-CL,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DICHLOROPHENOL_2_6-IL,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DICHLOROPHENOL_2_6-PL,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DICHLOROPHENOL_2_6-RLHD,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DICHLOROPHENOL_2_6-RLLD,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DICHLOROPHENOL_2_6-WLN,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DICHLOROPHENOL_2_6-WLR,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DICHLOROPHENOL_3_4-AL,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DICHLOROPHENOL_3_4-CL,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DICHLOROPHENOL_3_4-IL,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DICHLOROPHENOL_3_4-PL,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DICHLOROPHENOL_3_4-RLHD,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DICHLOROPHENOL_3_4-RLLD,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DICHLOROPHENOL_3_4-WLN,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DICHLOROPHENOL_3_4-WLR,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DICHLOROPHENOL_3_5-AL,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DICHLOROPHENOL_3_5-CL,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DICHLOROPHENOL_3_5-IL,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DICHLOROPHENOL_3_5-PL,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DICHLOROPHENOL_3_5-RLHD,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DICHLOROPHENOL_3_5-RLLD,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DICHLOROPHENOL_3_5-WLN,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DICHLOROPHENOL_3_5-WLR,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DICHLOROPROPANE_1_2-AL,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DICHLOROPROPANE_1_2-CL,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DICHLOROPROPANE_1_2-IL,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DICHLOROPROPANE_1_2-PL,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DICHLOROPROPANE_1_2-RLHD,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DICHLOROPROPANE_1_2-RLLD,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DICHLOROPROPANE_1_2-WLN,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DICHLOROPROPANE_1_2-WLR,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DICHLOROPROPENE_1_3_CIS_+_TRANS-AL,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DICHLOROPROPENE_1_3_CIS_+_TRANS-CL,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DICHLOROPROPENE_1_3_CIS_+_TRANS-IL,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DICHLOROPROPENE_1_3_CIS_+_TRANS-PL,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DICHLOROPROPENE_1_3_CIS_+_TRANS-RLHD,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DICHLOROPROPENE_1_3_CIS_+_TRANS-RLLD,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DICHLOROPROPENE_1_3_CIS_+_TRANS-WLN,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DICHLOROPROPENE_1_3_CIS_+_TRANS-WLR,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DIMETHYLPHENOL_2_4-AL,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DIMETHYLPHENOL_2_4-CL,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DIMETHYLPHENOL_2_4-IL,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DIMETHYLPHENOL_2_4-PL,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DIMETHYLPHENOL_2_4-RLHD,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DIMETHYLPHENOL_2_4-RLLD,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DIMETHYLPHENOL_2_4-WLN,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DIMETHYLPHENOL_2_4-WLR,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DINITROPHENOL_2_4-AL,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DINITROPHENOL_2_4-CL,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DINITROPHENOL_2_4-IL,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DINITROPHENOL_2_4-PL,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DINITROPHENOL_2_4-RLHD,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DINITROPHENOL_2_4-RLLD,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DINITROPHENOL_2_4-WLN,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-DINITROPHENOL_2_4-WLR,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-FLUORIDE-AL,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-FLUORIDE-CL,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-FLUORIDE-IL,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-FLUORIDE-PL,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-FLUORIDE-RLHD,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-FLUORIDE-RLLD,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-FLUORIDE-WLN,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-FLUORIDE-WLR,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-HEPHS-AL,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-HEPHS-CL,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-HEPHS-IL,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-HEPHS-PL,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-HEPHS-RLHD,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-HEPHS-RLLD,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-HEPHS-WLN,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-HEPHS-WLR,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-HEXACHLOROBENZENE-AL,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-HEXACHLOROBENZENE-CL,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-HEXACHLOROBENZENE-IL,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-HEXACHLOROBENZENE-PL,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-HEXACHLOROBENZENE-RLHD,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-HEXACHLOROBENZENE-RLLD,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-HEXACHLOROBENZENE-WLN,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-HEXACHLOROBENZENE-WLR,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-HEXACHLOROCYCLOHEXANE_GAMMA-AL,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-INDENO_1_2_3_CD_PYRENE-AL,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-INDENO_1_2_3_CD_PYRENE-CL,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-INDENO_1_2_3_CD_PYRENE-IL,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-INDENO_1_2_3_CD_PYRENE-PL,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-INDENO_1_2_3_CD_PYRENE-RLHD,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-INDENO_1_2_3_CD_PYRENE-RLLD,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-INDENO_1_2_3_CD_PYRENE-WLN,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-INDENO_1_2_3_CD_PYRENE-WLR,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-LEPHS-AL,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-LEPHS-CL,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-LEPHS-IL,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-LEPHS-PL,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-LEPHS-RLHD,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
CSR-SCH3_1-PART3-LEPHS-RLLD,,,STANDARDS_AND_CRITERIA,"Numerical standards, risk-based standards",Soil Standards - Ecological (Part 3),Soil Standards - Ecological (Part 3),CSR_375_96,CSR,
